Tabella,Colpo maldestro,Risultato del tiro,descrizione,note
TTM-3,Incantesimi,11,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,12,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,13,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,14,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,15,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,16,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,17,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,18,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,19,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,20,Stai pensando ad altro. Non riesci a lanciare né a preparare incantesimi nel prossimo round. ,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,21,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,22,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,23,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,24,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,25,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,26,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,27,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,28,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,29,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,30,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,31,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,32,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,33,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,34,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,35,"Resti indeciso, per un lapsus improvviso. L'incantesimo viene ritardato di un round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,36,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,37,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,38,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,39,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,40,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,41,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,42,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,43,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,44,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,45,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,46,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,47,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,48,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,49,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,50,"Grave lapsus mentale. Perdi l'incantesimo, ma non i Punti Magia. -30 alle attività per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,51,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,52,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,53,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,54,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,55,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,56,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,57,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,58,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,59,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,60,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,61,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,62,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,63,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,64,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,65,"Sforzo moderato, ma serio. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 1 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,66,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,67,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,68,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,69,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,70,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,71,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,72,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,73,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,74,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,75,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,76,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,77,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,78,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,79,li sorge un inspiegabile timore. Perdi l'incantesimo ed i Punti Magia. Resti stordito per 2 round.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,80,L'incantesimo non riesce a sfogarsi all'esterno. Subisci 15 Punti Ferita e cadi a terra. Resti stordito per un'ora.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,81,"Grave sforzo. Perdi l'incantesimo, ma non i Punti Magia. Resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,82,"Grave sforzo. Perdi l'incantesimo, ma non i Punti Magia. Resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,83,"Grave sforzo. Perdi l'incantesimo, ma non i Punti Magia. Resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,84,"Grave sforzo. Perdi l'incantesimo, ma non i Punti Magia. Resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,85,"Grave sforzo. Perdi l'incantesimo, ma non i Punti Magia. Resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,86,"Grave sforzo. Perdi l'incantesimo, ma non i Punti Magia. Resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
